categoria,sku,slug,nombre,marca,descripcion_corta,precio,precio_antes,disponibilidad,garantia_meses,destacado,activo,categorias,medida,potencia_rms_w,impedancia_ohm,bobinas,profundidad_mm,sensibilidad_db,configuracion,canales,clase,formato,pantalla_pulg,carplay,android_auto,salidas_preamp_pares,salidas_preamp_voltaje,tipo_ecualizador,bandas,espesor_mm,cobertura_m2,material_insono,calibre_awg,material_conductor,capacidad_w,tipo_accesorio,longitud_m,spec_1_etiqueta,spec_1_valor,spec_2_etiqueta,spec_2_valor,spec_3_etiqueta,spec_3_valor,spec_4_etiqueta,spec_4_valor,spec_5_etiqueta,spec_5_valor,spec_6_etiqueta,spec_6_valor,spec_7_etiqueta,spec_7_valor,spec_8_etiqueta,spec_8_valor,spec_9_etiqueta,spec_9_valor,spec_10_etiqueta,spec_10_valor
Bocinas,M2WL-65MB,rockford-fosgate-m2wl-65mb,"Bocinas de torre Marine M2 de 6.5"" M2WL-65MB",Rockford Fosgate,"Bocina de torre marina de 6.5 pulgadas con iluminación LED, acabado negro",15000,,disponible,,FALSO,VERDADERO,,"6.5""",150,4,,,,coaxial-2v,,,,,,,,,,,,,,,,,,,Acabado,Negro con iluminación LED,Montaje,Torre de wakeboard o barra antivuelco,Protección ambiental,"Element Ready, resistente a agua, sal y rayos UV",Aplicación,Embarcaciones y vehículos todoterreno,Potencia máxima,600 W,Respuesta en frecuencia,40 Hz – 24 kHz,,,,,,,,
Bocinas,M2WL-8HB,rockford-fosgate-m2wl-8hb,"Bocinas de torre Marine M2 de 8"" M2WL-8HB",Rockford Fosgate,"Bocina de torre marina de 8 pulgadas con iluminación LED, acabado negro",20200,,disponible,,FALSO,VERDADERO,,"8""",300,4,,,94,coaxial-2v,,,,,,,,,,,,,,,,,,,Acabado,Negro con iluminación LED,Montaje,Torre de wakeboard o barra antivuelco,Protección ambiental,"Element Ready, resistente a agua, sal y rayos UV",Aplicación,Embarcaciones y vehículos todoterreno,Potencia máxima,"1,200 W",,,,,,,,,,
Bocinas,MCX57,memphis-mcx57,"Bocinas coaxiales MClass de 5x7"" MCX57",Memphis,Par de bocinas coaxiales de 5x7 pulgadas de la serie MClass,1650,,disponible,,FALSO,VERDADERO,,"5x7""",50,4,,,,coaxial-2v,,,,,,,,,,,,,,,,,,,Serie,MClass,Aplicación,Reemplazo directo en ubicaciones de fábrica de 5x7 y 6x8 pulgadas,Presentación,Par de bocinas,,,,,,,,,,,,,,
Bocinas,MJP6,memphis-mjp6,"Bocinas de medio rango MOJO Pro Neo de 6.5"" MJP6",Memphis,"Bocina de medio rango de 6.5 pulgadas con motor de neodimio, resistente al agua",3000,,disponible,,FALSO,VERDADERO,,"6.5""",125,4,,,100,medio-rango,,,,,,,,,,,,,,,,,,,Potencia máxima,250 W,Motor,"Neodimio, de menor tamaño y peso que un motor de ferrita equivalente",Cono,Papel rígido tratado con suspensión de tela tipo acordeón y tapa de aluminio,Canasta,Aluminio fundido a presión,Resistencia,"Construcción resistente al agua para carenados de moto, side-by-side y uso marino",,,,,,,,,,
Bocinas,MJP69,memphis-mjp69,"Bocinas de medio rango MOJO Pro Neo de 6x9"" MJP69",Memphis,"Bocina de medio rango de 6x9 pulgadas con motor de neodimio, resistente al agua",4000,,disponible,,FALSO,VERDADERO,,"6x9""",125,4,,70,100,medio-rango,,,,,,,,,,,,,,,,,,,Potencia máxima,250 W o 400 W según la revisión,Motor,Neodimio de bajo perfil,Cono,Papel tratado resistente al agua con suspensión de tela tipo acordeón y tapa de aluminio,Resistencia,"Construcción resistente al agua para carenados de moto, side-by-side y uso marino",,,,,,,,,,,,
Bocinas,MJP6C,memphis-mjp6c,"Juego de componentes MOJO Pro 6.5"" MJP6C",Memphis,Juego de componentes de 6.5 pulgadas con tweeters tipo bala y crossovers pasivos,4500,,disponible,,FALSO,VERDADERO,,"6.5""",125,4,,,100,componentes-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,250 W los medios · 200 W los tweeters,Motor,Neodimio con canasta de aluminio fundido a presión,Cono,Papel tratado con suspensión de tela tipo acordeón y tapa de aluminio,Resistencia,Construcción resistente al agua,Contenido,"2 medios MJP6, 2 tweeters MJPT25, 2 crossovers y rejillas de malla",,,,,,,,,,
Bocinas,MJP8,memphis-mjp8,"Bocinas de medio rango MOJO Pro Neo de 8"" MJP8",Memphis,"Bocina de medio rango de 8 pulgadas con motor de neodimio, resistente al agua",3800,,disponible,,FALSO,VERDADERO,,"8""",250,4,,,,medio-rango,,,,,,,,,,,,,,,,,,,Serie,MOJO Pro,Motor,"Neodimio, de menor tamaño y peso que un motor de ferrita equivalente",Cono,Papel tratado con suspensión de tela tipo acordeón,Canasta,Aluminio fundido a presión,Resistencia,"Construcción resistente al agua para carenados de moto, side-by-side y uso marino",Presentación,Unidad individual,,,,,,,,
Bocinas,MJPT25,memphis-mjpt25,Tweeter tipo bala MOJO Pro de 25 mm MJPT25,Memphis,Tweeter tipo bala de 25 mm para sistemas de alta presión sonora,2000,,disponible,,FALSO,VERDADERO,,"1""",100,4,,,,tweeter,,,,,,,,,,,,,,,,,,,Potencia máxima,200 W,Aplicación,"Sistemas de alta eficiencia, se combina con los medios MOJO Pro",,,,,,,,,,,,,,,,
Bocinas,MM84TB,memphis-mm84tb,"Bocinas de torre marinas de 8"" MM84TB",Memphis,Par de bocinas de torre de 8 pulgadas tipo line array en acabado negro,14700,,disponible,,FALSO,VERDADERO,,"8""",150,4,,,,coaxial-2v,,,,,,,,,,,,,,,,,,,Acabado,Negro,Aplicación,Montaje en torre de wakeboard o barra antivuelco,Presentación,Par de bocinas,Serie,MM Marine,,,,,,,,,,,,
Bocinas,MS25,memphis-ms25,"Bocinas de rango medio MClass de  2.5"" MS25",Memphis,Par de bocinas de medio rango de 2.5 pulgadas con cono de fibra de carbono,1150,,disponible,,FALSO,VERDADERO,,"2.5""",25,4,,,84,medio-rango,,,,,,,,,,,,,,,,,,,Potencia máxima,50 W,Cono,Fibra de carbono,Aplicación,Tercera vía en sistemas de componentes MClass de 3 vías,Presentación,Par de bocinas con crossovers en línea,,,,,,,,,,,,
Bocinas,MS60C,memphis-ms60c,"Componentes MClass de 6.5"" MS60C",Memphis,Juego de componentes de 6.5 pulgadas sobredimensionados con cono de fibra de carbono,3800,,disponible,,FALSO,VERDADERO,,"6.5""",75,4,,63,89,componentes-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,150 W,Cono,Fibra de carbono con suspensión de butilo,Tweeter,Domo de aluminio,Contenido,"2 woofers, 2 tweeters, 2 crossovers externos con montaje MClip y rejillas",,,,,,,,,,,,
Bocinas,MS60V,memphis-ms60v,"Bocinas convertibles MClass de 6.5"" MS60V",Memphis,Par de bocinas de 6.5 pulgadas sobredimensionadas convertibles de coaxial a componentes,2400,,disponible,,FALSO,VERDADERO,,"6.5""",75,4,,,,componentes-2v,,,,,,,,,,,,,,,,,,,Cono,Fibra de carbono con suspensión de hule,Tweeter,Domo de aluminio con capacidad de giro,Crossover,"En línea, incluido",Serie,"MClass V, misma familia que MS57V, MS62V y MS69V",Presentación,Par de bocinas,,,,,,,,,,
Bocinas,MS69V,memphis-ms69v,"Bocinas convertibles MClass de 6x9"" MS69V",Memphis,Par de bocinas de 6x9 pulgadas convertibles de coaxial a componentes,2800,,disponible,,FALSO,VERDADERO,,"6x9""",75,4,,77,91,componentes-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,150 W,Cono,Fibra de carbono con suspensión de hule,Tweeter,"Domo de aluminio, removible y reposicionable",Contenido,"Par de bocinas con crossovers externos, montaje MClip y rejillas",,,,,,,,,,,,
Bocinas,MSA1,memphis-msa1,"Tweeter MClass de 1"" MSA1",Memphis,Par de tweeters de domo de aluminio de 1 pulgada para sistemas de componentes MClass,1750,,disponible,,VERDADERO,VERDADERO,,"1""",50,4,,,,tweeter,,,,,,,,,,,,,,,,,,,Aplicación,Se combina con medios MClass para armar sistemas de 2 o 3 vías,Montaje,"En superficie, empotrado o angulado",Presentación,Par de tweeters,,,,,,,,,,,,,,
Bocinas,MX63PS,memphis-mx63ps,"Pods powersports de 6.5"" MX63PS",Memphis,"Par de pods de 6.5 pulgadas para side-by-side y ATV, con doble tweeter, LED RGB y certificación IP66",6000,,disponible,,FALSO,VERDADERO,,"6.5""",150,4,,,,coaxial-2v,,,,,,,,,,,,,,,,,,,Protección,IP66,Potencia máxima,300 W el par,Cono,Polipropileno con tweeters de domo de PEI,Montaje,"Herraje de aluminio ajustable con giro de 360°, brackets opcionales para distintas jaulas y barras",Iluminación,"LED RGB incluida, con insignia trasera iluminada giratoria",Rejilla,Frontal giratoria en incrementos de 60° para alinearla en cualquier ángulo de montaje,,,,,,,,
Bocinas,MXA602SLB,memphis-mxa602slb,"Bocinas marinas de 6.5"" MXA602SLB",Memphis,Par de bocinas marinas coaxiales de 6.5 pulgadas con iluminación LED azul,1350,,disponible,,FALSO,VERDADERO,,"6.5""",40,4,,74,85,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,80 W · 160 W el par,Cono,Polipropileno moldeado por inyección con suspensión de hule,Tweeter,Domo de aluminio,Protección ambiental,"Grado marino, resistente a agua, elementos y rayos UV",,,,,,,,,,,,
Bocinas,MXA60L,memphis-mxa60l,"Bocinas marinas de 6.5"" MXA60L",Memphis,Par de bocinas marinas coaxiales de 6.5 pulgadas con iluminación RGB integrada,2400,,disponible,,FALSO,VERDADERO,,"6.5""",50,4,,,,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,100 W,Cono,Polipropileno moldeado por inyección (IMPP) con suspensión de hule,Tweeter,"Domo de aluminio de 1"" con montaje giratorio",Iluminación,"Anillos LED RGB integrados, multicolor",Incluye,"Dos juegos de rejillas de malla de aluminio resistentes a rayos UV, en negro y plata",Presentación,Par de bocinas,,,,,,,,
Bocinas,MXA69L,memphis-mxa69l,"Bocinas marinas de 6x9"" MXA69L",Memphis,Par de bocinas marinas coaxiales de 6x9 pulgadas con iluminación RGB integrada,2700,,disponible,,FALSO,VERDADERO,,"6x9""",60,4,,,,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,120 W,Cono,Polipropileno moldeado por inyección (IMPP) con suspensión de hule,Tweeter,"Domo de aluminio de 1"" con montaje giratorio",Iluminación,"Anillos LED RGB integrados, multicolor",Incluye,Dos juegos de rejillas de malla de aluminio resistentes a rayos UV,Presentación,Par de bocinas,,,,,,,,
Bocinas,P142,rockford-fosgate-p142,"Bocinas coaxiales Punch P1 de 4"" P142",Rockford Fosgate,Par de bocinas coaxiales de 4 pulgadas de 2 vías,900,,disponible,,FALSO,VERDADERO,,"4""",30,4,,44,86.5,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,60 W,Respuesta en frecuencia,100 Hz – 22 kHz,Cono,Polipropileno con tecnología VAST,Tweeter,Domo de PEI,,,,,,,,,,,,
Bocinas,P1462,rockford-fosgate-p1462,"Bocinas coaxiales Punch P1 de 4x6"" P1462",Rockford Fosgate,Par de bocinas coaxiales de 4x6 pulgadas de 2 vías,800,,disponible,,FALSO,VERDADERO,,"4x6""",35,4,,48,87.5,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,70 W,Respuesta en frecuencia,90 Hz – 22 kHz,Cono,Polipropileno con tecnología VAST,Tweeter,Domo de PEI,,,,,,,,,,,,
Bocinas,P1572,rockford-fosgate-p1572,"Bocinas coaxiales Punch P1 de 5x7"" P1572",Rockford Fosgate,Par de bocinas coaxiales de 5x7 pulgadas de 2 vías,1100,,disponible,,FALSO,VERDADERO,,"5x7""",60,4,,58,89,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,120 W,Respuesta en frecuencia,75 Hz – 22 kHz,Cono,Polipropileno con tecnología VAST,Tweeter,Domo de PEI,,,,,,,,,,,,
Bocinas,P165-SE,rockford-fosgate-p165-se,"Componentes Punch de 6.5"" P165-SE",Rockford Fosgate,Juego de componentes de 6.5 pulgadas con crossover pasivo,2500,,disponible,,FALSO,VERDADERO,,"6.5""",60,4,,,88,componentes-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,120 W,Respuesta en frecuencia,43 Hz – 20 kHz,Cono,Polipropileno mineralizado con suspensión Santoprene y tecnología VAST,Tweeter,"Domo de PEI tratado de 1"" con montaje DDC",Contenido,"2 woofers con rejillas, 2 tweeters y 2 crossovers externos",,,,,,,,,,
Bocinas,P1650,rockford-fosgate-p1650,"Bocinas coaxiales Punch P1 de 6.5"" P1650",Rockford Fosgate,Par de bocinas coaxiales de 6.5 pulgadas de 2 vías,1350,,disponible,,VERDADERO,VERDADERO,,"6.5""",55,4,,,88,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,110 W,Respuesta en frecuencia,45 Hz – 20 kHz,Cono,Polipropileno mineralizado con tecnología VAST,Tweeter,"Domo de PEI de 3/4""",,,,,,,,,,,,
Bocinas,P1694,rockford-fosgate-p1694,"Bocinas coaxiales Punch P1 de 6x9"" P1694",Rockford Fosgate,Par de bocinas coaxiales de 6x9 pulgadas de 4 vías,1550,,disponible,,VERDADERO,VERDADERO,,"6x9""",75,4,,78,91,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,150 W,Respuesta en frecuencia,60 Hz – 24 kHz,Cono,Polipropileno inyectado con mica (MIPP),Tweeter,"Domo, configuración de 4 vías",,,,,,,,,,,,
Bocinas,P1T-S,rockford-fosgate-p1t-s,"Tweeters Punch P1 de 1"" P1T-S",Rockford Fosgate,Par de tweeters con crossover incluido,1450,,agotado,,VERDADERO,VERDADERO,,"1""",60,4,,,,tweeter,,,,,,,,,,,,,,,,,,,Potencia máxima,120 W,Respuesta en frecuencia,3.5 kHz – 22 kHz,Crossover,"Pasa altos, 3.5 kHz a 12 dB/oct Butterworth",Contenido,Par de tweeters con crossovers y herrajes de montaje,,,,,,,,,,,,
Bocinas,P1V2-4,rockford-fosgate-p1v2-4,"Bocinas coaxiales Punch P1 V2 de 4"" P1V2-4",Rockford Fosgate,Par de bocinas coaxiales de 4 pulgadas con crossover oculto integrado,1600,,disponible,,FALSO,VERDADERO,,"4""",75,4,,,85,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,150 W,Crossover,Integrado y oculto dentro de la canasta,Norma de potencia,CTA-2031,Instalación,Adaptadores específicos por vehículo y geometría de marco rediseñada,Serie,"Punch P1 V2, generación 2025",,,,,,,,,,
Bocinas,P1V2-675,rockford-fosgate-p1v2-675,"Bocinas coaxiales Punch P1 V2 de 6.75"" P1V2-675",Rockford Fosgate,Par de bocinas coaxiales de 6.75 pulgadas de 3 vías con crossover oculto integrado,2200,,disponible,,FALSO,VERDADERO,,"6.75""",75,4,,,,coaxial-3v,,,,,,,,,,,,,,,,,,,Potencia máxima,150 W,Respuesta en frecuencia,49 Hz – 25 kHz,Tweeter,"Domo invertido Tetolon de 3/4"" (19 mm) con supertweeter piezo de 3/8"" (9 mm)",Diámetro de bobina,"25.4 mm (1"")",Crossover,"Integrado y oculto dentro de la canasta, para instalación más limpia",Norma de potencia,CTA-2031,,,,,,,,
Bocinas,P1V2-69,rockford-fosgate-p1v2-69,"Bocinas coaxiales Punch P1 V2 de 6x9"" P1V2-69",Rockford Fosgate,Par de bocinas coaxiales de 6x9 pulgadas de 3 vías con crossover oculto integrado,2450,,disponible,,FALSO,VERDADERO,,"6x9""",75,4,,,89,coaxial-3v,,,,,,,,,,,,,,,,,,,Potencia máxima,150 W,Crossover,Integrado y oculto dentro de la canasta,Norma de potencia,CTA-2031,Instalación,Adaptadores específicos por vehículo y geometría de marco rediseñada,Serie,"Punch P1 V2, generación 2025",,,,,,,,,,
Bocinas,PP4-T,rockford-fosgate-pp4-t,"Tweeters Punch Pro de 1.5"" PP4-T",Rockford Fosgate,Tweeters con driver de compresión para sistemas de alta presión sonora,2200,,disponible,,FALSO,FALSO,,"1.5""",50,4,,65,105,tweeter,,,,,,,,,,,,,,,,,,,Potencia máxima,100 W,Respuesta en frecuencia,4 kHz – 20 kHz,Crossover,"Pasa altos integrado, 4.5 kHz a 6 dB/oct",Diámetro de bobina,37.5 mm,,,,,,,,,,,,
Bocinas,PPS4-6,rockford-fosgate-pps4-6,"Bocinas de medio rango Punch Pro de 6.5"" PPS4-6",Rockford Fosgate,Bocina de medio rango de 6.5 pulgadas para alta presión sonora,2400,,disponible,,FALSO,VERDADERO,,"6.5""",100,4,,56,92.5,medio-rango,,,,,,,,,,,,,,,,,,,Potencia máxima,200 W,Respuesta en frecuencia,85 Hz – 5 kHz,Cono,"Papel reforzado con fibra y suspensión de tela tratada tipo ""W""",Estructura,"Canasta de aluminio fundido, bobina de aluminio de alta temperatura y tapón de fase maquinado",,,,,,,,,,,,
Bocinas,PPS4-8,rockford-fosgate-pps4-8,"Bocinas de medio rango Punch Pro de 8"" PPS4-8",Rockford Fosgate,Bocina de medio rango de 8 pulgadas para alta presión sonora,2600,,disponible,,FALSO,VERDADERO,,"8""",125,4,,,95,medio-rango,,,,,,,,,,,,,,,,,,,Cono,Papel reforzado con fibra de alta resistencia y suspensión de tela tratada corrugada,Estructura,Motor sobredimensionado y bobina de alta temperatura para condiciones de alta presión sonora,Norma de potencia,CTA-2031,Presentación,Unidad individual con rejilla y herrajes,,,,,,,,,,,,
Bocinas,PRX10,memphis-prx10,"Tweeters Power Reference de 1"" PRX10",Memphis,Par de tweeters de domo PEI de 1 pulgada con crossover de 2 vías incluido,800,,disponible,,FALSO,VERDADERO,,"1""",50,4,,,,tweeter,,,,,,,,,,,,,,,,,,,Potencia máxima,100 W,Crossover,"De 2 vías, incluido",Aplicación,Agregar altas frecuencias a un sistema con bocinas de rango medio,Presentación,Par de tweeters con crossovers,,,,,,,,,,,,
Bocinas,PRX27,memphis-prx27,"Bocinas coaxiales Power Reference de 2.75"" PRX27",Memphis,Par de bocinas coaxiales de 2.75 pulgadas de 2 vías,600,,disponible,,FALSO,VERDADERO,,"2.75""",15,4,,,85,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,30 W,Contenido,Par de bocinas,,,,,,,,,,,,,,,,
Bocinas,PRX5,memphis-prx5,"Bocinas coaxiales Power Reference 5.25"" PRX5",Memphis,Par de bocinas coaxiales de 5.25 pulgadas de 2 vías con tweeter giratorio,1100,,disponible,,FALSO,VERDADERO,,"5.25""",30,4,,,,coaxial-2v,,,,,,,,,,,,,,,,,,,Tweeter,"Giratorio, orientable hacia el oyente para mejorar la imagen sonora",Presentación,Par de bocinas,,,,,,,,,,,,,,,,
Bocinas,PRX57,memphis-prx57,"Bocinas coaxiales Power Reference de 5x7"" PRX57",Memphis,Par de bocinas coaxiales de 5x7 pulgadas de 2 vías con tweeter giratorio,1400,,disponible,,FALSO,VERDADERO,,"5x7""",40,4,,,88,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,80 W,Respuesta en frecuencia,87 Hz – 20 kHz,Cono,Polipropileno reforzado con grafito y suspensión de poliuretano,Tweeter,"Domo de PEI de 1"" con pivote multidireccional",Contenido,Par de bocinas,,,,,,,,,,
Bocinas,PRX603,memphis-prx603,"Bocinas coaxiales Power Reference de 6.5"" PRX603",Memphis,Par de bocinas coaxiales de 6.5 pulgadas de 3 vías con tweeter giratorio,1550,,disponible,,VERDADERO,VERDADERO,,"6.5""",50,4,,57,88,coaxial-3v,,,,,,,,,,,,,,,,,,,Potencia máxima,100 W,Cono,Polipropileno reforzado con grafito y suspensión de poliuretano,Tweeter,Domo de PEI con sistema de pivote multidireccional,Contenido,Par de bocinas con rejillas,,,,,,,,,,,,
Bocinas,PRX60C,memphis-prx60c,"Componentes Power Reference de 6.5"" PRX60C",Memphis,Juego de componentes de 6.5 pulgadas sobredimensionados con tweeters de 1 pulgada,1850,,disponible,,FALSO,VERDADERO,,"6.5""",50,4,,63,88,componentes-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,100 W,Cono,"Polipropileno con suspensión de butilo, diseño M-Cone negro sobre negro",Tweeter,"Domo de polímero de 1"" con montaje múltiple",Contenido,"2 medios, 2 tweeters, 2 crossovers y rejillas",,,,,,,,,,,,
Bocinas,PRX6903,memphis-prx6903,"Bocinas coaxiales Power Reference de 6x9"" PRX6903",Memphis,Par de bocinas coaxiales de 6x9 pulgadas de 3 vías con tweeter giratorio,1750,,disponible,,VERDADERO,VERDADERO,,"6x9""",60,4,,76,90,coaxial-3v,,,,,,,,,,,,,,,,,,,Potencia máxima,120 W,Cono,Polipropileno reforzado con grafito y suspensión de poliuretano,Tweeter,Domo de PEI con sistema de pivote multidireccional,Contenido,Par de bocinas con rejillas,,,,,,,,,,,,
Bocinas,PRXP3,memphis-prxp3,"Bocinas Point Source Power Reference de 3.5"" PRXP3",Memphis,Par de bocinas Point Source de 3.5 pulgadas de 2 vías con tweeter de fuente puntual,800,,disponible,,FALSO,VERDADERO,,"3.5""",15,4,,,,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,30 W,Presentación,Par de bocinas,,,,,,,,,,,,,,,,
Bocinas,PRXP4,memphis-prxp4,"Bocinas Point Source Power Reference de 4"" PRXP4",Memphis,Par de bocinas Point Source de 4 pulgadas de 2 vías con tweeter de fuente puntual,1000,,disponible,,FALSO,VERDADERO,,"4""",20,4,,,,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,40 W,Ventaja,El tweeter centrado alinea la salida de ambos drivers en un solo punto,Presentación,Par de bocinas,,,,,,,,,,,,,,
Bocinas,R14X2,rockford-fosgate-r14x2,"Bocinas coaxiales Prime de 4"" R14X2",Rockford Fosgate,Par de bocinas coaxiales de 4 pulgadas de 2 vías,600,,disponible,,FALSO,VERDADERO,,"4""",30,4,,43,85,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,60 W,Respuesta en frecuencia,100 Hz – 20 kHz,Cono,Polipropileno,Tweeter,Domo de seda montado al poste,,,,,,,,,,,,
Bocinas,R1525X2,rockford-fosgate-r1525x2,"Bocinas coaxiales Prime de 5.25"" R1525X2",Rockford Fosgate,Par de bocinas coaxiales de 5.25 pulgadas de 2 vías,800,,disponible,,FALSO,VERDADERO,,"5.25""",40,4,,49,88,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,80 W,Respuesta en frecuencia,62 Hz – 20 kHz,Cono,Polipropileno,Tweeter,Domo de seda montado al poste,,,,,,,,,,,,
Bocinas,R165-S,rockford-fosgate-r165-s,"Componentes Prime de 6.5"" R165-S",Rockford Fosgate,Juego de componentes de 6.5 pulgadas con crossover pasivo,1100,,disponible,,FALSO,VERDADERO,,"6.5""",40,4,,,,componentes-2v,,,,,,,,,,,,,,,,,,,Cono,Polipropileno inyectado con mica (MIPP),Contenido,"2 woofers con rejillas, 2 tweeters con crossover integrado y herrajes",,,,,,,,,,,,,,,,
Bocinas,R165X3,rockford-fosgate-r165x3,"Bocinas coaxiales Prime de 6.5"" R165X3",Rockford Fosgate,Par de bocinas coaxiales de 6.5 pulgadas de 3 vías,800,,disponible,,VERDADERO,VERDADERO,,"6.5""",45,4,,54,91,coaxial-3v,,,,,,,,,,,,,,,,,,,Potencia máxima,90 W,Respuesta en frecuencia,52 Hz – 20 kHz,Cono,Polipropileno,Tweeter,"Domo de seda de 1/2"" montado al poste",,,,,,,,,,,,
Bocinas,R169X3,rockford-fosgate-r169x3,"Bocinas coaxiales Prime de 6x9"" R169X3",Rockford Fosgate,Par de bocinas coaxiales de 6x9 pulgadas de 3 vías,950,,disponible,,VERDADERO,VERDADERO,,"6x9""",65,4,,72,90,coaxial-3v,,,,,,,,,,,,,,,,,,,Potencia máxima,130 W,Respuesta en frecuencia,47 Hz – 20 kHz,Cono,Polipropileno,Tweeter,"Domo de seda de 1/2"" montado al poste",,,,,,,,,,,,
Bocinas,R1T-S,rockford-fosgate-r1t-s,"Tweeters Prime de 1"" R1T-S",Rockford Fosgate,Par de tweeters con crossover incluido,500,,disponible,,VERDADERO,VERDADERO,,"1""",40,4,,,,tweeter,,,,,,,,,,,,,,,,,,,Crossover,Pasa altos integrado,Montaje,"Empotrado, en superficie o angulado",Contenido,Par de tweeters con crossovers y componentes de instalación,,,,,,,,,,,,,,
Bocinas,SDR-MR65,kbt-sdr-mr65,"Bocinas rango medio Soldier de 6.5"" SDR-MR65",KBT,Bocina de medio rango de 6.5 pulgadas de la línea Soldier para alta presión sonora,500,,disponible,,VERDADERO,VERDADERO,,"6.5""",100,4,,,,medio-rango,,,,,,,,,,,,,,,,,,,Línea,Soldier,Aplicación,"Sistemas de alta presión sonora, se combina con tweeters tipo bala",,,,,,,,,,,,,,,,
Bocinas,SGT-100,kbt-sgt-100,"Tweeter Sergeant de 1"" SGT-100",KBT,Tweeter de la línea Sergeant para sistemas de alta presión sonora,600,,disponible,,FALSO,VERDADERO,,"1""",75,4,,,,tweeter,,,,,,,,,,,,,,,,,,,Línea,Sergeant,Aplicación,Se combinan con equipos de media potencia para armar un sistema de alta presión sonora,Presentación,Par de bocinas,,,,,,,,,,,,,,
Bocinas,SGT-MR65,kbt-sgt-mr65,"Bocinas rango medio Sergeant de 6.5"" SGT-MR65",KBT,Bocina de medio rango de 6.5 pulgadas de la línea Sergeant para alta presión sonora,700,,disponible,,FALSO,VERDADERO,,"6.5""",125,4,,,,medio-rango,,,,,,,,,,,,,,,,,,,Línea,Sergeant,Aplicación,"Sistemas de alta presión sonora, se combina con tweeters tipo bala",,,,,,,,,,,,,,,,
Bocinas,SRX1,memphis-srx1,Tweeters Street Reference SRX1,Memphis,Par de tweeters de 1 pulgada con domo de de mylar,225,,disponible,,VERDADERO,VERDADERO,,"1""",20,4,,,97,tweeter,,,,,,,,,,,,,,,,,,,Montaje,En superficie,Potencia máxima,40 W,,,,,,,,,,,,,,,,
Bocinas,SRX42V,memphis-srx42v,"Bocinas coaxiales Street Reference de 4"" SRX42V",Memphis,Par de bocinas coaxiales de 4 pulgadas,550,,disponible,,FALSO,VERDADERO,,"4""",30,4,,43,88,coaxial-2v,,,,,,,,,,,,,,,,,,,Cono,Polipropileno con suspensión de hule,Montaje,"Perfil delgado, compatible con la mayoría de ubicaciones de fábrica",Presentación,"Par de bocinas, sin rejilla",Potencia máxima,60 W,,,,,,,,,,,,
Bocinas,SRX572V,memphis-srx572v,"Bocinas coaxiales Street Reference de 5x7"" SRX572V",Memphis,Par de bocinas coaxiales de 5x7 pulgadas,600,,disponible,,FALSO,VERDADERO,,"5x7""",50,4,,,90,coaxial-2v,,,,,,,,,,,,,,,,,,,Cono,Polipropileno con suspensión de hule,Montaje,"Perfil delgado, compatible con la mayoría de ubicaciones de fábrica",Presentación,"Par de bocinas, sin rejilla",,,,,,,,,,,,,,
Bocinas,SRX62V,memphis-srx62v,"Bocinas coaxiales Street Reference de 6.5"" SRX62V",Memphis,Par de bocinas coaxiales de 6.5 pulgadas,600,,disponible,,VERDADERO,VERDADERO,,"6.5""",50,4,,44,90,coaxial-2v,,,,,,,,,,,,,,,,,,,Potencia máxima,100 W,Cono,Polipropileno con suspensión de hule,Diámetro de corte,122 mm,Presentación,"Par de bocinas, sin rejilla",,,,,,,,,,,,
Bocinas,SRX693V,memphis-srx693v,"Bocinas coaxiales Street Reference de 6x9"" SRX693V",Memphis,Par de bocinas coaxiales de 6x9 pulgadas de 3 vías con cono de polipropileno y perfil delgado,750,,disponible,,VERDADERO,VERDADERO,,"6x9""",55,4,,74,92,coaxial-3v,,,,,,,,,,,,,,,,,,,Potencia máxima,110 W,Cono,Polipropileno con suspensión de hule,Tweeter,"PEI, más supertweeter",Presentación,"Par de bocinas; rejillas opcionales, se venden por separado",,,,,,,,,,,,
